age,gender,height_cm,weight_kg,bmi,fitness_level,goal,exercise,duration_min,intensity,sets,reps,heart_rate_avg,training_volume,effort_score,metabolic_proxy,hr_reserve_ratio,calories_burned,meal_plan
36,Female,159.7,86.9,34.07,Beginner,Muscle Gain,Push-ups,39,Medium,5,10,144,50,195,2.349,0.783,348.0,mg_beginner
37,Female,155.8,64.2,26.45,Intermediate,Muscle Gain,Dips,53,Medium,3,10,141,30,159,1.689,0.77,474.5,mg_intermediate
55,Female,160.8,52.2,20.19,Beginner,Fat Loss,Push-ups,36,Medium,4,16,132,64,144,0.932,0.8,191.8,fl_beginner
59,Male,172.3,61.6,20.75,Beginner,Maintenance,Push-ups,31,Low,2,10,116,20,62,1.027,0.72,123.5,mt_standard
25,Female,156.9,76.8,31.2,Beginner,Muscle Gain,Dips,25,Low,5,8,133,40,125,2.954,0.682,154.8,mg_beginner
56,Female,151.9,51.2,22.19,Beginner,Maintenance,Plank,27,Medium,3,13,131,39,81,0.898,0.799,76.1,mt_standard
26,Female,154.5,58.1,24.34,Intermediate,Fat Loss,Pull-ups,53,Low,5,15,129,75,265,2.152,0.665,282.0,fl_intermediate
16,Female,168.1,73.9,26.15,Beginner,Muscle Gain,Push-ups,26,Low,3,9,138,27,78,4.347,0.676,146.4,mg_beginner
44,Male,158.3,99.6,39.75,Beginner,Muscle Gain,Squats,34,Low,3,9,124,27,102,2.213,0.705,256.0,mg_beginner
35,Female,158.7,86.3,34.27,Intermediate,Muscle Gain,Pull-ups,45,Medium,5,10,143,50,225,2.397,0.773,603.8,mg_intermediate
24,Male,190.8,113.5,31.18,Advanced,Maintenance,Handstand,39,Medium,4,15,147,60,156,4.54,0.75,481.6,mt_standard
16,Female,164.3,105.7,39.16,Intermediate,Muscle Gain,Dips,42,Medium,3,10,155,30,126,6.218,0.76,566.1,mg_intermediate
38,Male,170.6,96.4,33.12,Intermediate,Fat Loss,Push-ups,54,Medium,5,14,141,70,270,2.472,0.775,736.4,fl_intermediate
16,Female,165.1,73.5,26.96,Advanced,Maintenance,Handstand,33,High,3,11,174,33,99,4.324,0.853,368.8,mt_standard
43,Male,176.7,119.0,38.11,Beginner,Muscle Gain,Dips,33,Low,4,8,124,32,132,2.705,0.701,250.1,mg_beginner
23,Male,172.6,110.8,37.19,Beginner,Maintenance,Squats,25,Low,4,9,134,36,100,4.617,0.68,198.5,mt_standard
29,Female,169.8,40.8,14.15,Beginner,Muscle Gain,Dips,27,Medium,4,12,149,48,108,1.36,0.78,137.8,mg_beginner
39,Female,166.2,113.0,40.91,Beginner,Muscle Gain,Push-ups,37,Low,5,10,126,50,185,2.825,0.696,313.1,mg_beginner
39,Male,177.8,61.0,19.3,Intermediate,Maintenance,Squats,41,Medium,2,11,140,22,82,1.525,0.773,338.6,mt_standard
37,Female,166.0,83.1,30.16,Beginner,Maintenance,Squats,29,High,3,12,160,36,87,2.187,0.874,356.7,mt_standard
21,Female,171.1,84.4,28.83,Intermediate,Muscle Gain,Dips,37,Low,3,6,132,18,111,3.836,0.663,294.9,mg_intermediate
32,Female,168.0,100.0,35.43,Beginner,Maintenance,Squats,34,Low,4,10,130,40,136,3.03,0.691,249.0,mt_standard
34,Female,169.4,47.3,16.48,Intermediate,Muscle Gain,Pull-ups,45,Medium,5,6,143,30,225,1.351,0.769,259.9,mg_intermediate
49,Female,155.2,72.5,30.1,Beginner,Muscle Gain,Squats,31,Medium,4,12,136,48,124,1.45,0.795,236.1,mg_beginner
29,Male,173.6,121.7,40.38,Advanced,Muscle Gain,L-sit,48,High,3,12,164,36,144,4.057,0.859,913.7,mg_advanced
33,Male,181.2,61.8,18.82,Intermediate,Muscle Gain,Pull-ups,43,Medium,3,6,144,18,129,1.818,0.77,394.5,mg_intermediate
35,Female,157.3,60.7,24.53,Beginner,Fat Loss,Push-ups,34,Medium,5,18,145,90,170,1.686,0.784,241.0,fl_beginner
26,Male,171.6,92.1,31.28,Beginner,Muscle Gain,Push-ups,26,Medium,4,12,151,48,104,3.411,0.778,287.9,mg_beginner
42,Female,169.5,84.3,29.34,Beginner,Maintenance,Push-ups,24,Low,2,8,125,16,48,1.96,0.702,153.1,mt_standard
40,Female,164.6,90.1,33.26,Intermediate,Muscle Gain,Pull-ups,51,Medium,3,6,139,18,153,2.198,0.772,620.8,mg_intermediate
46,Male,179.2,49.4,15.38,Beginner,Fat Loss,Squats,35,Low,5,13,123,65,175,1.051,0.707,119.0,fl_beginner
35,Male,173.7,110.8,36.72,Advanced,Fat Loss,Pull-ups,52,Medium,5,14,140,70,260,3.078,0.757,877.9,fl_advanced
38,Male,188.5,91.7,25.81,Intermediate,Fat Loss,Squats,33,Medium,5,17,141,85,165,2.351,0.775,369.9,fl_intermediate
23,Male,203.1,114.9,27.85,Advanced,Fat Loss,Pull-ups,65,Low,3,12,127,36,195,4.788,0.645,914.4,fl_advanced
36,Female,154.0,51.7,21.8,Beginner,Muscle Gain,Push-ups,32,High,3,8,161,24,96,1.397,0.875,233.4,mg_beginner
54,Male,182.2,57.4,17.29,Beginner,Muscle Gain,Dips,34,Medium,5,6,133,30,170,1.044,0.801,199.8,mg_beginner
27,Male,187.2,132.2,37.72,Beginner,Fat Loss,Push-ups,32,Low,4,13,132,52,128,4.721,0.684,337.8,fl_beginner
33,Male,176.4,70.6,22.69,Intermediate,Muscle Gain,Pull-ups,56,High,5,8,162,40,280,2.076,0.866,709.9,mg_intermediate
29,Male,188.5,91.2,25.67,Intermediate,Fat Loss,Pull-ups,35,Medium,3,13,146,39,105,3.04,0.764,362.7,fl_intermediate
31,Male,177.6,67.5,21.4,Intermediate,Muscle Gain,Pull-ups,47,Medium,5,12,145,60,235,2.109,0.767,363.9,mg_intermediate
21,Male,172.6,75.8,25.44,Intermediate,Fat Loss,Squats,49,Medium,3,17,152,51,147,3.445,0.764,424.0,fl_intermediate
40,Female,153.6,46.2,19.58,Advanced,Muscle Gain,Muscle-ups,61,Medium,3,6,137,18,183,1.127,0.761,521.7,mg_advanced
24,Female,162.1,47.0,17.89,Intermediate,Maintenance,Squats,43,High,2,11,169,22,86,1.88,0.862,357.6,mt_standard
31,Female,166.9,75.1,26.96,Beginner,Muscle Gain,Push-ups,40,Low,5,7,130,35,200,2.347,0.688,238.6,mg_beginner
37,Male,182.3,59.0,17.75,Advanced,Fat Loss,Pull-ups,63,Low,3,16,120,48,189,1.553,0.656,349.2,fl_advanced
35,Male,171.7,91.0,30.87,Intermediate,Fat Loss,Pull-ups,42,High,4,17,161,68,168,2.528,0.87,706.7,fl_intermediate
23,Male,175.4,72.8,23.66,Intermediate,Maintenance,Push-ups,34,Low,2,8,131,16,68,3.033,0.665,208.1,mt_standard
36,Female,173.0,40.4,13.5,Intermediate,Fat Loss,Squats,40,Medium,5,13,142,65,200,1.092,0.772,245.6,fl_intermediate
29,Male,177.5,111.0,35.23,Intermediate,Maintenance,Squats,39,Medium,4,10,146,40,156,3.7,0.764,565.9,mt_standard
23,Male,164.4,63.8,23.61,Beginner,Muscle Gain,Push-ups,39,Low,3,8,134,24,117,2.658,0.68,188.9,mg_beginner
16,Female,159.8,98.3,38.49,Beginner,Fat Loss,Squats,37,Low,4,18,138,72,148,5.782,0.676,283.6,fl_beginner
17,Male,166.4,112.4,40.59,Intermediate,Maintenance,Pull-ups,27,Low,2,13,134,26,54,6.244,0.66,282.0,mt_standard
30,Female,162.6,88.6,33.51,Advanced,Muscle Gain,Push-ups,54,Medium,4,8,143,32,216,2.858,0.753,749.5,mg_advanced
17,Male,172.3,98.6,33.21,Intermediate,Muscle Gain,Squats,48,High,4,8,175,32,192,5.478,0.862,693.3,mg_intermediate
25,Female,165.1,44.0,16.14,Beginner,Maintenance,Squats,26,Medium,3,8,151,24,78,1.692,0.774,109.9,mt_standard
51,Female,158.5,53.1,21.14,Advanced,Muscle Gain,Muscle-ups,47,High,5,12,146,60,235,1.021,0.864,610.7,mg_advanced
16,Female,159.2,61.4,24.23,Intermediate,Fat Loss,Pull-ups,49,High,5,16,176,80,245,3.612,0.863,589.2,fl_intermediate
26,Female,163.5,118.3,44.25,Beginner,Fat Loss,Squats,32,Low,4,13,133,52,128,4.381,0.686,280.0,fl_beginner
48,Male,188.0,83.8,23.71,Intermediate,Maintenance,Push-ups,41,Medium,4,15,134,60,164,1.71,0.779,485.2,mt_standard
21,Female,148.0,67.6,30.86,Beginner,Muscle Gain,Dips,31,Low,3,6,135,18,93,3.073,0.678,153.2,mg_beginner
35,Male,180.3,72.2,22.21,Intermediate,Fat Loss,Pull-ups,39,Medium,4,12,143,48,156,2.006,0.773,407.0,fl_intermediate
34,Female,164.6,58.9,21.74,Beginner,Muscle Gain,Push-ups,33,Low,3,10,129,30,99,1.683,0.694,150.9,mg_beginner
42,Male,169.4,71.8,25.02,Advanced,Muscle Gain,Muscle-ups,70,High,4,10,154,40,280,1.67,0.865,1181.7,mg_advanced
16,Male,186.4,81.0,23.31,Advanced,Maintenance,Handstand,41,Medium,3,10,152,30,123,4.765,0.745,365.8,mt_standard
45,Female,150.0,67.4,29.96,Beginner,Muscle Gain,Handstand,27,Medium,3,8,138,24,81,1.465,0.789,134.3,mg_beginner
22,Male,179.7,98.1,30.38,Beginner,Maintenance,Push-ups,26,Low,3,11,135,33,78,4.265,0.682,199.6,mt_standard
27,Female,166.8,100.4,36.09,Advanced,Fat Loss,L-sit,49,Low,4,17,125,68,196,3.586,0.648,429.4,fl_advanced
29,Female,160.5,52.4,20.34,Intermediate,Muscle Gain,Dips,57,Medium,4,11,146,44,228,1.747,0.764,346.0,mg_intermediate
44,Male,168.7,47.4,16.66,Intermediate,Fat Loss,Push-ups,52,High,5,19,153,95,260,1.053,0.869,485.6,fl_intermediate
39,Female,162.8,42.1,15.88,Intermediate,Muscle Gain,Dips,49,Medium,5,12,140,60,245,1.052,0.773,311.1,mg_intermediate
29,Male,176.2,114.4,36.85,Intermediate,Fat Loss,Squats,35,Medium,5,13,146,65,175,3.813,0.764,492.8,fl_intermediate
19,Female,167.2,90.6,32.41,Intermediate,Maintenance,Squats,28,Medium,3,11,153,33,84,4.53,0.761,376.6,mt_standard
22,Female,169.2,123.4,43.1,Beginner,Muscle Gain,Dips,38,Medium,4,9,153,36,152,5.365,0.773,556.7,mg_beginner
25,Male,176.6,110.4,35.4,Beginner,Muscle Gain,Squats,35,Low,5,7,133,35,175,4.246,0.682,240.6,mg_beginner
39,Male,174.6,119.6,39.23,Advanced,Fat Loss,Plank,43,Medium,4,15,137,60,172,2.99,0.757,431.2,fl_advanced
27,Male,184.8,45.5,13.32,Beginner,Muscle Gain,Dips,25,Low,3,12,132,36,75,1.625,0.684,81.9,mg_beginner
16,Male,178.5,94.3,29.6,Intermediate,Maintenance,Pull-ups,34,Medium,3,10,155,30,102,5.547,0.76,430.7,mt_standard
45,Female,161.9,51.9,19.8,Intermediate,Fat Loss,Push-ups,30,Low,4,14,120,56,120,1.128,0.686,145.7,fl_intermediate
35,Male,171.2,95.5,32.58,Advanced,Maintenance,Pull-ups,39,Medium,2,10,140,20,78,2.653,0.757,558.1,mt_standard
25,Female,169.2,73.6,25.71,Intermediate,Muscle Gain,Dips,57,Medium,4,10,149,40,228,2.831,0.764,535.0,mg_intermediate
26,Male,187.1,65.8,18.8,Intermediate,Muscle Gain,Dips,56,Medium,4,11,148,44,224,2.437,0.763,448.5,mg_intermediate
34,Male,171.3,145.4,49.55,Beginner,Muscle Gain,Push-ups,30,Low,4,9,129,36,120,4.154,0.694,343.1,mg_beginner
37,Male,180.5,49.9,15.32,Advanced,Fat Loss,Pull-ups,45,High,5,17,158,85,225,1.313,0.863,489.0,fl_advanced
19,Female,163.5,81.7,30.56,Advanced,Muscle Gain,Muscle-ups,54,High,3,11,172,33,162,4.085,0.856,1002.7,mg_advanced
21,Female,173.8,99.0,32.77,Intermediate,Fat Loss,Squats,31,Medium,5,17,152,85,155,4.5,0.764,389.3,fl_intermediate
43,Female,149.4,86.2,38.62,Intermediate,Muscle Gain,Pull-ups,55,Medium,3,10,137,30,165,1.959,0.774,629.5,mg_intermediate
20,Female,160.8,84.4,32.64,Intermediate,Muscle Gain,Pull-ups,41,Medium,5,6,152,30,205,4.019,0.76,468.3,mg_intermediate
39,Male,165.8,68.6,24.95,Advanced,Muscle Gain,Muscle-ups,62,Medium,4,6,137,24,248,1.715,0.757,833.8,mg_advanced
26,Male,169.4,76.8,26.76,Intermediate,Fat Loss,Squats,34,Medium,5,15,148,75,170,2.844,0.763,302.1,fl_intermediate
22,Male,172.8,120.4,40.32,Beginner,Fat Loss,Push-ups,23,Low,5,18,135,90,115,5.235,0.682,243.7,fl_beginner
27,Male,176.6,104.8,33.6,Beginner,Fat Loss,Squats,35,Medium,3,16,150,48,105,3.743,0.777,433.2,fl_beginner
58,Male,175.0,77.5,25.31,Advanced,Muscle Gain,Muscle-ups,68,Medium,3,6,125,18,204,1.314,0.772,1042.1,mg_advanced
19,Male,179.6,101.1,31.34,Intermediate,Fat Loss,Push-ups,53,Low,4,12,133,48,212,5.055,0.662,513.7,fl_intermediate
26,Male,179.9,99.9,30.87,Beginner,Fat Loss,Push-ups,23,Low,4,13,133,52,92,3.7,0.686,178.1,fl_beginner
24,Female,156.5,45.5,18.58,Intermediate,Fat Loss,Push-ups,38,Medium,3,19,150,57,114,1.82,0.765,243.1,fl_intermediate
32,Female,164.1,79.4,29.49,Intermediate,Fat Loss,Pull-ups,50,Low,4,18,126,72,200,2.406,0.67,371.4,fl_intermediate
32,Female,160.7,57.4,22.23,Beginner,Maintenance,Squats,20,Medium,4,14,147,56,80,1.739,0.782,124.3,mt_standard
29,Female,156.7,115.4,47.0,Intermediate,Muscle Gain,Dips,50,High,4,7,165,28,200,3.847,0.864,1163.9,mg_intermediate
39,Male,175.7,100.1,32.43,Beginner,Maintenance,Plank,25,High,3,8,159,24,75,2.502,0.878,198.8,mt_standard
22,Female,153.6,85.0,36.03,Intermediate,Maintenance,Pull-ups,36,High,3,9,171,27,108,3.696,0.864,498.1,mt_standard
28,Female,166.2,40.0,14.48,Beginner,Muscle Gain,Push-ups,42,High,3,9,168,27,126,1.379,0.875,233.0,mg_beginner
29,Female,163.0,55.9,21.04,Advanced,Fat Loss,Plank,54,High,4,13,164,52,216,1.863,0.859,327.9,fl_advanced
23,Female,155.0,84.3,35.09,Beginner,Fat Loss,Squats,25,Medium,3,12,153,36,75,3.512,0.777,262.1,fl_beginner
22,Male,175.8,52.7,17.05,Intermediate,Fat Loss,Squats,33,Medium,4,20,151,80,132,2.291,0.763,251.4,fl_intermediate
19,Male,173.0,109.7,36.65,Intermediate,Maintenance,Squats,26,Low,4,12,133,48,104,5.485,0.662,260.2,mt_standard
22,Male,170.8,80.9,27.73,Beginner,Maintenance,Squats,30,High,4,14,172,56,120,3.517,0.869,333.4,mt_standard
41,Male,183.5,109.4,32.49,Beginner,Fat Loss,Plank,25,Low,5,14,125,70,125,2.605,0.698,120.7,fl_beginner
44,Male,184.9,85.8,25.1,Beginner,Muscle Gain,Dips,29,Low,3,6,124,18,87,1.907,0.705,171.6,mg_beginner
19,Male,164.9,72.2,26.55,Beginner,Maintenance,Plank,34,Medium,3,10,155,30,102,3.61,0.771,154.4,mt_standard
48,Male,172.1,112.2,37.88,Intermediate,Fat Loss,Pull-ups,43,Medium,4,14,134,56,172,2.29,0.779,658.2,fl_intermediate
16,Male,171.0,80.2,27.43,Advanced,Fat Loss,L-sit,66,Medium,5,20,152,100,330,4.718,0.745,545.7,fl_advanced
38,Male,168.9,121.0,42.42,Intermediate,Fat Loss,Push-ups,44,High,5,12,158,60,220,3.103,0.868,949.6,fl_intermediate
31,Male,167.5,79.2,28.23,Beginner,Muscle Gain,Dips,36,Low,5,8,130,40,180,2.475,0.688,241.5,mg_beginner
21,Male,177.9,63.8,20.16,Beginner,Fat Loss,Push-ups,31,Medium,3,15,154,45,93,2.9,0.774,233.6,fl_beginner
31,Male,176.8,78.2,25.02,Advanced,Muscle Gain,Muscle-ups,65,High,4,12,162,48,260,2.444,0.857,1367.4,mg_advanced
32,Female,151.4,79.7,34.77,Intermediate,Muscle Gain,Dips,48,Medium,5,10,144,50,240,2.415,0.766,425.6,mg_intermediate
26,Male,167.3,126.5,45.2,Beginner,Muscle Gain,Push-ups,27,Low,3,6,133,18,81,4.685,0.686,245.5,mg_beginner
20,Male,168.0,103.2,36.56,Beginner,Maintenance,Squats,34,Low,3,13,136,39,102,4.914,0.68,213.4,mt_standard
34,Female,151.7,71.6,31.11,Advanced,Muscle Gain,Muscle-ups,52,High,5,9,160,45,260,2.046,0.86,872.7,mg_advanced
25,Male,174.8,86.8,28.41,Intermediate,Muscle Gain,Pull-ups,36,Low,4,6,130,24,144,3.338,0.667,300.9,mg_intermediate
28,Female,160.2,89.9,35.03,Beginner,Muscle Gain,Dips,44,Low,3,6,132,18,132,3.1,0.688,286.5,mg_beginner
22,Female,170.9,122.3,41.87,Intermediate,Maintenance,Pull-ups,36,High,4,11,171,44,144,5.317,0.864,728.3,mt_standard
28,Female,168.3,112.2,39.61,Beginner,Maintenance,Push-ups,29,Low,2,9,132,18,58,3.869,0.688,296.0,mt_standard
46,Male,177.9,111.6,35.26,Intermediate,Fat Loss,Push-ups,34,Medium,4,15,135,60,136,2.374,0.776,490.5,fl_intermediate
42,Male,165.0,89.7,32.95,Intermediate,Fat Loss,Pull-ups,50,Low,3,18,121,54,150,2.086,0.68,428.6,fl_intermediate
33,Female,150.4,97.4,43.06,Beginner,Muscle Gain,Push-ups,25,Medium,4,11,146,44,100,2.865,0.781,272.9,mg_beginner
32,Male,176.3,127.9,41.15,Intermediate,Fat Loss,Squats,36,Medium,5,17,144,85,180,3.876,0.766,604.8,fl_intermediate
28,Female,159.8,101.5,39.75,Advanced,Maintenance,Handstand,49,High,3,10,165,30,147,3.5,0.859,871.6,mt_standard
45,Female,150.3,107.1,47.41,Beginner,Maintenance,Muscle-ups,32,Medium,3,15,138,45,96,2.328,0.789,424.9,mt_standard
54,Male,170.2,79.9,27.58,Beginner,Fat Loss,Squats,23,Medium,4,20,133,80,92,1.453,0.801,177.9,fl_beginner
18,Male,178.9,97.9,30.59,Advanced,Muscle Gain,Muscle-ups,63,High,4,9,173,36,252,5.153,0.856,1603.0,mg_advanced
21,Female,152.7,59.4,25.47,Beginner,Fat Loss,Squats,20,Low,3,20,135,60,60,2.7,0.678,97.7,fl_beginner
33,Male,170.5,116.0,39.9,Intermediate,Fat Loss,Push-ups,41,Low,3,18,126,54,123,3.412,0.674,521.7,fl_intermediate
31,Male,168.9,49.8,17.46,Advanced,Fat Loss,L-sit,40,High,5,17,162,85,200,1.556,0.857,314.5,fl_advanced
28,Male,159.9,119.2,46.62,Beginner,Fat Loss,L-sit,34,Medium,4,18,150,72,136,4.11,0.781,327.0,fl_beginner
24,Female,166.5,63.5,22.91,Advanced,Fat Loss,L-sit,56,Low,4,17,127,68,224,2.54,0.648,242.6,fl_advanced
42,Female,164.4,105.0,38.85,Beginner,Muscle Gain,Push-ups,31,Low,3,8,125,24,93,2.442,0.702,259.0,mg_beginner
19,Male,151.2,127.3,55.68,Beginner,Fat Loss,Push-ups,37,Low,4,16,136,64,148,6.365,0.677,363.5,fl_beginner
29,Male,183.6,99.2,29.43,Intermediate,Muscle Gain,Pull-ups,45,High,3,6,165,18,135,3.307,0.864,779.5,mg_intermediate
34,Male,186.9,53.2,15.23,Beginner,Muscle Gain,Dips,44,Low,3,9,129,27,132,1.52,0.694,169.7,mg_beginner
28,Male,185.3,84.0,24.46,Beginner,Muscle Gain,Push-ups,26,Medium,4,6,150,24,104,2.897,0.781,252.7,mg_beginner
28,Female,155.7,103.4,42.65,Advanced,Maintenance,Muscle-ups,41,Medium,3,14,145,42,123,3.566,0.755,822.1,mt_standard
44,Male,162.1,107.5,40.91,Beginner,Muscle Gain,Push-ups,43,Low,4,7,124,28,172,2.389,0.705,346.9,mg_beginner
31,Female,166.8,56.7,20.38,Beginner,Muscle Gain,Push-ups,28,Medium,4,8,148,32,112,1.772,0.783,156.5,mg_beginner
27,Male,178.6,83.3,26.11,Advanced,Muscle Gain,Handstand,70,Medium,3,12,145,36,210,2.975,0.751,695.8,mg_advanced
18,Male,175.7,51.5,16.68,Beginner,Maintenance,Squats,34,Low,2,10,137,20,68,2.711,0.678,135.4,mt_standard
37,Male,175.4,124.0,40.31,Beginner,Muscle Gain,Dips,43,Medium,5,11,144,55,215,3.263,0.787,390.2,mg_beginner
24,Female,165.6,79.7,29.06,Advanced,Fat Loss,Plank,69,Medium,3,16,147,48,207,3.188,0.75,456.3,fl_advanced
47,Female,159.5,85.8,33.73,Advanced,Fat Loss,Plank,42,Medium,5,15,132,75,210,1.787,0.763,254.6,fl_advanced
31,Male,188.4,136.1,38.34,Advanced,Muscle Gain,Muscle-ups,75,High,5,10,162,50,375,4.253,0.857,2711.7,mg_advanced
35,Male,184.9,87.3,25.54,Beginner,Fat Loss,Push-ups,24,Low,3,15,128,45,72,2.425,0.692,167.8,fl_beginner
32,Male,176.6,102.5,32.87,Beginner,Fat Loss,Plank,39,Medium,3,12,147,36,117,3.106,0.782,224.7,fl_beginner
32,Female,170.8,55.8,19.13,Intermediate,Muscle Gain,Squats,50,High,4,7,163,28,200,1.691,0.867,501.4,mg_intermediate
44,Male,171.5,150.0,51.0,Beginner,Maintenance,Squats,30,Medium,3,9,139,27,90,3.333,0.79,467.4,mt_standard
49,Female,155.9,99.8,41.06,Advanced,Maintenance,Pull-ups,33,Medium,2,9,131,18,66,1.996,0.766,553.4,mt_standard
16,Male,187.5,79.6,22.64,Beginner,Muscle Gain,Dips,34,Low,4,7,138,28,136,4.682,0.676,197.5,mg_beginner
47,Male,177.0,91.3,29.14,Advanced,Maintenance,Muscle-ups,35,High,3,10,150,30,105,1.902,0.867,804.4,mt_standard
56,Female,155.6,57.0,23.54,Beginner,Maintenance,Push-ups,24,Medium,4,9,131,36,96,1.0,0.799,130.1,mt_standard
38,Male,174.3,135.1,44.47,Intermediate,Muscle Gain,Squats,54,High,3,8,158,24,162,3.464,0.868,1278.9,mg_intermediate
37,Female,169.4,90.6,31.57,Advanced,Muscle Gain,Muscle-ups,47,High,5,8,158,40,235,2.384,0.863,1251.8,mg_advanced
22,Male,181.1,130.4,39.76,Beginner,Muscle Gain,Squats,32,Medium,5,9,153,45,160,5.67,0.773,436.4,mg_beginner
36,Male,160.9,117.5,45.39,Beginner,Maintenance,Squats,26,Low,2,12,128,24,52,3.176,0.696,243.9,mt_standard
42,Female,157.2,76.6,31.0,Beginner,Fat Loss,Push-ups,31,High,5,18,156,90,155,1.781,0.876,317.7,fl_beginner
31,Male,178.5,77.2,24.23,Beginner,Maintenance,Push-ups,27,Low,4,14,130,56,108,2.413,0.688,161.4,mt_standard
30,Male,171.1,50.9,17.39,Intermediate,Fat Loss,Squats,33,Low,4,19,127,76,132,1.642,0.668,154.2,fl_intermediate
45,Male,164.8,84.0,30.93,Beginner,Muscle Gain,Dips,29,Low,3,6,123,18,87,1.826,0.703,157.3,mg_beginner
38,Female,160.8,45.8,17.71,Beginner,Maintenance,Push-ups,30,Medium,2,15,143,30,60,1.174,0.786,148.5,mt_standard
34,Male,180.5,81.3,24.95,Intermediate,Muscle Gain,Pull-ups,47,Medium,3,8,143,24,141,2.323,0.769,564.7,mg_intermediate
22,Female,155.9,54.0,22.22,Intermediate,Maintenance,Squats,43,High,4,12,171,48,172,2.348,0.864,416.7,mt_standard
46,Female,168.8,57.6,20.22,Intermediate,Maintenance,Squats,30,Medium,2,8,135,16,60,1.226,0.776,242.4,mt_standard
35,Male,183.0,97.6,29.14,Beginner,Fat Loss,Push-ups,33,Medium,5,18,145,90,165,2.711,0.784,347.5,fl_beginner
35,Female,164.4,97.5,36.07,Beginner,Fat Loss,Squats,27,Medium,3,13,145,39,81,2.708,0.784,282.7,fl_beginner
20,Female,159.6,65.6,25.75,Intermediate,Fat Loss,Push-ups,54,Medium,5,20,152,100,270,3.124,0.76,461.9,fl_intermediate
27,Male,175.4,107.2,34.84,Beginner,Muscle Gain,Push-ups,33,Low,3,12,132,36,99,3.829,0.684,303.5,mg_beginner
40,Female,155.1,118.2,49.14,Intermediate,Maintenance,Dips,25,High,2,11,157,22,50,2.883,0.872,494.9,mt_standard
31,Male,178.3,92.3,29.03,Advanced,Fat Loss,Pull-ups,40,High,4,20,162,80,160,2.884,0.857,686.7,fl_advanced
16,Female,181.8,86.9,26.29,Beginner,Maintenance,Squats,20,Low,4,13,138,52,80,5.112,0.676,124.7,mt_standard
38,Female,167.2,113.5,40.6,Beginner,Fat Loss,Dips,38,Low,4,12,127,48,152,2.91,0.698,303.2,fl_beginner
30,Male,176.5,72.9,23.4,Advanced,Maintenance,Pull-ups,51,Low,3,10,124,30,153,2.352,0.653,440.9,mt_standard
17,Male,164.4,55.9,20.68,Beginner,Fat Loss,Plank,31,Medium,5,18,157,90,155,3.106,0.773,93.0,fl_beginner
47,Male,176.4,122.0,39.21,Intermediate,Fat Loss,Pull-ups,54,Medium,3,20,135,60,162,2.542,0.78,874.7,fl_intermediate
41,Male,170.7,74.7,25.64,Advanced,Muscle Gain,L-sit,78,High,4,6,154,24,312,1.779,0.86,816.6,mg_advanced
46,Male,173.4,52.6,17.49,Beginner,Maintenance,Squats,28,Medium,3,14,138,42,84,1.119,0.793,151.0,mt_standard
58,Male,174.7,82.1,26.9,Beginner,Maintenance,Squats,30,Medium,3,15,130,45,90,1.392,0.802,243.3,mt_standard
37,Male,172.8,96.2,32.22,Advanced,Muscle Gain,Muscle-ups,70,Medium,4,11,139,44,280,2.532,0.76,1214.6,mg_advanced
21,Female,152.4,110.0,47.36,Advanced,Fat Loss,Plank,50,Medium,5,17,149,85,250,5.0,0.749,439.1,fl_advanced
56,Male,193.4,66.0,17.65,Intermediate,Maintenance,Push-ups,30,Medium,4,14,129,56,120,1.158,0.787,260.5,mt_standard
48,Male,179.0,68.1,21.25,Beginner,Muscle Gain,Dips,39,Medium,3,11,137,33,117,1.39,0.797,303.7,mg_beginner
27,Male,179.0,129.6,40.45,Intermediate,Muscle Gain,Pull-ups,41,Medium,3,10,148,30,123,4.629,0.767,771.5,mg_intermediate
32,Female,155.8,109.6,45.15,Beginner,Fat Loss,Squats,35,Low,5,19,130,95,175,3.321,0.691,291.7,fl_beginner
31,Male,178.6,67.7,21.22,Advanced,Muscle Gain,Muscle-ups,60,Medium,4,12,143,48,240,2.116,0.757,799.0,mg_advanced
34,Male,184.7,129.3,37.9,Beginner,Fat Loss,Plank,27,Low,3,15,129,45,81,3.694,0.694,130.6,fl_beginner
45,Female,171.4,40.0,13.62,Beginner,Maintenance,L-sit,22,Medium,4,10,138,40,88,0.87,0.789,63.9,mt_standard
36,Male,169.0,99.3,34.77,Beginner,Maintenance,Plank,30,Medium,4,14,144,56,120,2.684,0.783,164.1,mt_standard
32,Male,165.3,42.8,15.66,Intermediate,Fat Loss,Squats,53,Medium,4,15,144,60,212,1.297,0.766,314.0,fl_intermediate
29,Male,176.7,81.5,26.1,Intermediate,Muscle Gain,Dips,59,Medium,3,10,146,30,177,2.717,0.764,613.6,mg_intermediate
29,Male,176.8,69.0,22.07,Intermediate,Muscle Gain,Pull-ups,35,Medium,3,6,146,18,105,2.3,0.764,288.5,mg_intermediate
20,Female,158.4,61.2,24.39,Beginner,Fat Loss,Push-ups,39,Medium,5,14,155,70,195,2.914,0.775,270.0,fl_beginner
24,Female,158.4,81.2,32.36,Intermediate,Muscle Gain,Pull-ups,56,Medium,4,7,150,28,224,3.248,0.765,617.7,mg_intermediate
39,Female,164.7,75.8,27.94,Beginner,Muscle Gain,Push-ups,39,Low,4,12,126,48,156,1.895,0.696,244.1,mg_beginner
